result/tencentBlock.ns1874.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      100, 3461647 req, miss ratio 0.8799, byte miss ratio 0.8799
result/tencentBlock.ns1874.oracleGeneral.bin                             FIFO cache size    20176, 3461647 req, miss ratio 0.3726, byte miss ratio 0.3726
result/tencentBlock.ns1874.oracleGeneral.bin                             FIFO cache size    40353, 3461647 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns1874.oracleGeneral.bin                             FIFO cache size    80706, 3461647 req, miss ratio 0.0412, byte miss ratio 0.0412
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size      100, 3461647 req, miss ratio 0.9396, byte miss ratio 0.9396
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size      302, 3461647 req, miss ratio 0.9023, byte miss ratio 0.9023
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size     1008, 3461647 req, miss ratio 0.4900, byte miss ratio 0.4900
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size     3026, 3461647 req, miss ratio 0.4792, byte miss ratio 0.4792
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size    10088, 3461647 req, miss ratio 0.3723, byte miss ratio 0.3723
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size    20176, 3461647 req, miss ratio 0.3677, byte miss ratio 0.3677
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size    40353, 3461647 req, miss ratio 0.0482, byte miss ratio 0.0482
result/tencentBlock.ns1874.oracleGeneral.bin                              LRU cache size    80706, 3461647 req, miss ratio 0.0314, byte miss ratio 0.0314
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      100, 3461647 req, miss ratio 0.8797, byte miss ratio 0.8797
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      302, 3461647 req, miss ratio 0.7515, byte miss ratio 0.7515
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     1008, 3461647 req, miss ratio 0.4676, byte miss ratio 0.4676
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     3026, 3461647 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    10088, 3461647 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    20176, 3461647 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    40353, 3461647 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns1874.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    80706, 3461647 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      100, 3461647 req, miss ratio 0.8801, byte miss ratio 0.8801
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      302, 3461647 req, miss ratio 0.7730, byte miss ratio 0.7730
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     1008, 3461647 req, miss ratio 0.4676, byte miss ratio 0.4676
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     3026, 3461647 req, miss ratio 0.4569, byte miss ratio 0.4569
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    10088, 3461647 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    20176, 3461647 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    40353, 3461647 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    80706, 3461647 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      100, 3461647 req, miss ratio 0.8819, byte miss ratio 0.8819
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      302, 3461647 req, miss ratio 0.7686, byte miss ratio 0.7686
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     1008, 3461647 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     3026, 3461647 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    10088, 3461647 req, miss ratio 0.2914, byte miss ratio 0.2914
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    20176, 3461647 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    40353, 3461647 req, miss ratio 0.0451, byte miss ratio 0.0451
result/tencentBlock.ns1874.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    80706, 3461647 req, miss ratio 0.0324, byte miss ratio 0.0324
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      100, 3461647 req, miss ratio 0.8803, byte miss ratio 0.8803
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      302, 3461647 req, miss ratio 0.7756, byte miss ratio 0.7756
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     1008, 3461647 req, miss ratio 0.4676, byte miss ratio 0.4676
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     3026, 3461647 req, miss ratio 0.4569, byte miss ratio 0.4569
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    10088, 3461647 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    20176, 3461647 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    40353, 3461647 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns1874.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    80706, 3461647 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      100, 3461647 req, miss ratio 0.9576, byte miss ratio 0.9576
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      302, 3461647 req, miss ratio 0.8850, byte miss ratio 0.8850
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1008, 3461647 req, miss ratio 0.7481, byte miss ratio 0.7481
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     3026, 3461647 req, miss ratio 0.5002, byte miss ratio 0.5002
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    10088, 3461647 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    20176, 3461647 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    40353, 3461647 req, miss ratio 0.0538, byte miss ratio 0.0538
result/tencentBlock.ns1874.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    80706, 3461647 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      100, 3461647 req, miss ratio 0.8800, byte miss ratio 0.8800
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      302, 3461647 req, miss ratio 0.7591, byte miss ratio 0.7591
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     1008, 3461647 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     3026, 3461647 req, miss ratio 0.4614, byte miss ratio 0.4614
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    10088, 3461647 req, miss ratio 0.2968, byte miss ratio 0.2968
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    20176, 3461647 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    40353, 3461647 req, miss ratio 0.0550, byte miss ratio 0.0550
result/tencentBlock.ns1874.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    80706, 3461647 req, miss ratio 0.0449, byte miss ratio 0.0449
