result/tencentBlock.ns4554.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      218, 4423347 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns4554.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    43702, 4423347 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns4554.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    87404, 4423347 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns4554.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   174808, 4423347 req, miss ratio 0.0553, byte miss ratio 0.0553
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      218, 4423347 req, miss ratio 0.5844, byte miss ratio 0.5844
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      655, 4423347 req, miss ratio 0.5371, byte miss ratio 0.5371
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     2185, 4423347 req, miss ratio 0.4359, byte miss ratio 0.4359
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     6555, 4423347 req, miss ratio 0.3836, byte miss ratio 0.3836
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    21851, 4423347 req, miss ratio 0.2972, byte miss ratio 0.2972
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    43702, 4423347 req, miss ratio 0.2468, byte miss ratio 0.2468
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    87404, 4423347 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns4554.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   174808, 4423347 req, miss ratio 0.0587, byte miss ratio 0.0587
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      218, 4423347 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      655, 4423347 req, miss ratio 0.3137, byte miss ratio 0.3137
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     2185, 4423347 req, miss ratio 0.2982, byte miss ratio 0.2982
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     6555, 4423347 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    21851, 4423347 req, miss ratio 0.2468, byte miss ratio 0.2468
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    43702, 4423347 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    87404, 4423347 req, miss ratio 0.1209, byte miss ratio 0.1209
result/tencentBlock.ns4554.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   174808, 4423347 req, miss ratio 0.0963, byte miss ratio 0.0963
