result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      492, 6442415 req, miss ratio 0.3936, byte miss ratio 0.3936
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1477, 6442415 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     4925, 6442415 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    14777, 6442415 req, miss ratio 0.3041, byte miss ratio 0.3041
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    49257, 6442415 req, miss ratio 0.2461, byte miss ratio 0.2461
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    98515, 6442415 req, miss ratio 0.1800, byte miss ratio 0.1800
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   197031, 6442415 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   394062, 6442415 req, miss ratio 0.0784, byte miss ratio 0.0784
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      492, 6442415 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1477, 6442415 req, miss ratio 0.3714, byte miss ratio 0.3714
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     4925, 6442415 req, miss ratio 0.3393, byte miss ratio 0.3393
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    14777, 6442415 req, miss ratio 0.3038, byte miss ratio 0.3038
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    49257, 6442415 req, miss ratio 0.2477, byte miss ratio 0.2477
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    98515, 6442415 req, miss ratio 0.1790, byte miss ratio 0.1790
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   197031, 6442415 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns2339.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   394062, 6442415 req, miss ratio 0.0784, byte miss ratio 0.0784
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size      492, 6442415 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size     1477, 6442415 req, miss ratio 0.3994, byte miss ratio 0.3994
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size     4925, 6442415 req, miss ratio 0.3666, byte miss ratio 0.3666
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size    14777, 6442415 req, miss ratio 0.3267, byte miss ratio 0.3267
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size    49257, 6442415 req, miss ratio 0.2594, byte miss ratio 0.2594
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size    98515, 6442415 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size   197031, 6442415 req, miss ratio 0.1160, byte miss ratio 0.1160
result/tencentBlock.ns2339.oracleGeneral.bin                             FIFO cache size   394062, 6442415 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size      492, 6442415 req, miss ratio 0.4131, byte miss ratio 0.4131
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size     1477, 6442415 req, miss ratio 0.3878, byte miss ratio 0.3878
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size     4925, 6442415 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size    14777, 6442415 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size    49257, 6442415 req, miss ratio 0.2532, byte miss ratio 0.2532
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size    98515, 6442415 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size   197031, 6442415 req, miss ratio 0.1073, byte miss ratio 0.1073
result/tencentBlock.ns2339.oracleGeneral.bin                              LRU cache size   394062, 6442415 req, miss ratio 0.0778, byte miss ratio 0.0778
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      492, 6442415 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     1477, 6442415 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     4925, 6442415 req, miss ratio 0.3347, byte miss ratio 0.3347
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    14777, 6442415 req, miss ratio 0.3035, byte miss ratio 0.3035
