result/tencentBlock.ns2339.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      492, 6442415 req, miss ratio 0.3936, byte miss ratio 0.3936
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    49257, 6442415 req, miss ratio 0.2457, byte miss ratio 0.2457
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    98515, 6442415 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   197031, 6442415 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns2339.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   394062, 6442415 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      492, 6442415 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     1477, 6442415 req, miss ratio 0.3733, byte miss ratio 0.3733
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     4925, 6442415 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    14777, 6442415 req, miss ratio 0.3036, byte miss ratio 0.3036
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    49257, 6442415 req, miss ratio 0.2458, byte miss ratio 0.2458
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    98515, 6442415 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   197031, 6442415 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   394062, 6442415 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      492, 6442415 req, miss ratio 0.3969, byte miss ratio 0.3969
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     1477, 6442415 req, miss ratio 0.3762, byte miss ratio 0.3762
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     4925, 6442415 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    14777, 6442415 req, miss ratio 0.3070, byte miss ratio 0.3070
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    49257, 6442415 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    98515, 6442415 req, miss ratio 0.1814, byte miss ratio 0.1814
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   197031, 6442415 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns2339.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   394062, 6442415 req, miss ratio 0.0784, byte miss ratio 0.0784
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      492, 6442415 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     1477, 6442415 req, miss ratio 0.3733, byte miss ratio 0.3733
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     4925, 6442415 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    14777, 6442415 req, miss ratio 0.3036, byte miss ratio 0.3036
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    49257, 6442415 req, miss ratio 0.2457, byte miss ratio 0.2457
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    98515, 6442415 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   197031, 6442415 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns2339.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   394062, 6442415 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      492, 6442415 req, miss ratio 0.5502, byte miss ratio 0.5502
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1477, 6442415 req, miss ratio 0.5305, byte miss ratio 0.5305
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     4925, 6442415 req, miss ratio 0.4927, byte miss ratio 0.4927
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    14777, 6442415 req, miss ratio 0.4502, byte miss ratio 0.4502
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    49257, 6442415 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    98515, 6442415 req, miss ratio 0.2690, byte miss ratio 0.2690
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   197031, 6442415 req, miss ratio 0.1513, byte miss ratio 0.1513
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   394062, 6442415 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      492, 6442415 req, miss ratio 0.3936, byte miss ratio 0.3936
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     1477, 6442415 req, miss ratio 0.3731, byte miss ratio 0.3731
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     4925, 6442415 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    14777, 6442415 req, miss ratio 0.3053, byte miss ratio 0.3053
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    49257, 6442415 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    98515, 6442415 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   197031, 6442415 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns2339.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   394062, 6442415 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size      492, 6442415 req, miss ratio 0.7616, byte miss ratio 0.7616
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size     2462, 6442415 req, miss ratio 0.7247, byte miss ratio 0.7247
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size     4925, 6442415 req, miss ratio 0.7091, byte miss ratio 0.7091
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size     9851, 6442415 req, miss ratio 0.6847, byte miss ratio 0.6847
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size    24628, 6442415 req, miss ratio 0.6429, byte miss ratio 0.6429
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size    49257, 6442415 req, miss ratio 0.5922, byte miss ratio 0.5922
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size    98515, 6442415 req, miss ratio 0.5058, byte miss ratio 0.5058
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size   197031, 6442415 req, miss ratio 0.2837, byte miss ratio 0.2837
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      492, 6442415 req, miss ratio 0.5502, byte miss ratio 0.5502
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     2462, 6442415 req, miss ratio 0.5189, byte miss ratio 0.5189
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     4925, 6442415 req, miss ratio 0.4927, byte miss ratio 0.4927
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     9851, 6442415 req, miss ratio 0.4669, byte miss ratio 0.4669
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    24628, 6442415 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    49257, 6442415 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    98515, 6442415 req, miss ratio 0.2690, byte miss ratio 0.2690
result/tencentBlock.ns2339.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   197031, 6442415 req, miss ratio 0.1513, byte miss ratio 0.1513
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      492, 6442415 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     2462, 6442415 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     4925, 6442415 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     9851, 6442415 req, miss ratio 0.3294, byte miss ratio 0.3294
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    24628, 6442415 req, miss ratio 0.2932, byte miss ratio 0.2932
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    49257, 6442415 req, miss ratio 0.2517, byte miss ratio 0.2517
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    98515, 6442415 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   197031, 6442415 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size      492, 6442415 req, miss ratio 0.3939, byte miss ratio 0.3939
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     2462, 6442415 req, miss ratio 0.3597, byte miss ratio 0.3597
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     4925, 6442415 req, miss ratio 0.3374, byte miss ratio 0.3374
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     9851, 6442415 req, miss ratio 0.3173, byte miss ratio 0.3173
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    24628, 6442415 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    49257, 6442415 req, miss ratio 0.2445, byte miss ratio 0.2445
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    98515, 6442415 req, miss ratio 0.1757, byte miss ratio 0.1757
result/tencentBlock.ns2339.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size   197031, 6442415 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      492, 6442415 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     2462, 6442415 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     4925, 6442415 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     9851, 6442415 req, miss ratio 0.3294, byte miss ratio 0.3294
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    24628, 6442415 req, miss ratio 0.2932, byte miss ratio 0.2932
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    49257, 6442415 req, miss ratio 0.2517, byte miss ratio 0.2517
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    98515, 6442415 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns2339.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   197031, 6442415 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size      492, 6442415 req, miss ratio 0.7616, byte miss ratio 0.7616
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size     2462, 6442415 req, miss ratio 0.7247, byte miss ratio 0.7247
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size     4925, 6442415 req, miss ratio 0.7091, byte miss ratio 0.7091
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size     9851, 6442415 req, miss ratio 0.6847, byte miss ratio 0.6847
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size    24628, 6442415 req, miss ratio 0.6429, byte miss ratio 0.6429
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size    49257, 6442415 req, miss ratio 0.5922, byte miss ratio 0.5922
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size    98515, 6442415 req, miss ratio 0.5058, byte miss ratio 0.5058
result/tencentBlock.ns2339.oracleGeneral.bin                              LFU cache size   197031, 6442415 req, miss ratio 0.2837, byte miss ratio 0.2837
