result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      135, 1055691 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      406, 1055691 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1353, 1055691 req, miss ratio 0.5223, byte miss ratio 0.5223
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     4060, 1055691 req, miss ratio 0.5216, byte miss ratio 0.5216
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    13536, 1055691 req, miss ratio 0.5053, byte miss ratio 0.5053
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    27072, 1055691 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    54145, 1055691 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns1904.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   108291, 1055691 req, miss ratio 0.1529, byte miss ratio 0.1529
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      135, 1055691 req, miss ratio 0.5318, byte miss ratio 0.5318
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      406, 1055691 req, miss ratio 0.5245, byte miss ratio 0.5245
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1353, 1055691 req, miss ratio 0.5220, byte miss ratio 0.5220
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     4060, 1055691 req, miss ratio 0.5214, byte miss ratio 0.5214
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    13536, 1055691 req, miss ratio 0.5038, byte miss ratio 0.5038
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    27072, 1055691 req, miss ratio 0.4129, byte miss ratio 0.4129
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    54145, 1055691 req, miss ratio 0.3070, byte miss ratio 0.3070
result/tencentBlock.ns1904.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   108291, 1055691 req, miss ratio 0.1529, byte miss ratio 0.1529
result/tencentBlock.ns1904.oracleGeneral.bin                             FIFO cache size      135, 1055691 req, miss ratio 0.6177, byte miss ratio 0.6177
result/tencentBlock.ns1904.oracleGeneral.bin                             FIFO cache size      406, 1055691 req, miss ratio 0.5609, byte miss ratio 0.5609
result/tencentBlock.ns1904.oracleGeneral.bin                             FIFO cache size     1353, 1055691 req, miss ratio 0.5364, byte miss ratio 0.5364
