result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      369, 5904205 req, miss ratio 0.2852, byte miss ratio 0.2852
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1107, 5904205 req, miss ratio 0.2428, byte miss ratio 0.2428
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     3693, 5904205 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    11079, 5904205 req, miss ratio 0.1757, byte miss ratio 0.1757
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    36930, 5904205 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    73861, 5904205 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   147723, 5904205 req, miss ratio 0.0775, byte miss ratio 0.0775
result/tencentBlock.ns4724.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   295447, 5904205 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      369, 5904205 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1107, 5904205 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     3693, 5904205 req, miss ratio 0.2043, byte miss ratio 0.2043
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    11079, 5904205 req, miss ratio 0.1755, byte miss ratio 0.1755
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    36930, 5904205 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    73861, 5904205 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   147723, 5904205 req, miss ratio 0.0775, byte miss ratio 0.0775
result/tencentBlock.ns4724.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   295447, 5904205 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns4724.oracleGeneral.bin                             FIFO cache size      369, 5904205 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns4724.oracleGeneral.bin                             FIFO cache size     1107, 5904205 req, miss ratio 0.2933, byte miss ratio 0.2933
result/tencentBlock.ns4724.oracleGeneral.bin                             FIFO cache size     3693, 5904205 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns4724.oracleGeneral.bin                             FIFO cache size    11079, 5904205 req, miss ratio 0.2036, byte miss ratio 0.2036
result/tencentBlock.ns4724.oracleGeneral.bin                             FIFO cache size    36930, 5904205 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns4724.oracleGeneral.bin                             FIFO cache size    73861, 5904205 req, miss ratio 0.1343, byte miss ratio 0.1343
