result/tencentBlock.ns4523.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      975, 20710760 req, miss ratio 0.5748, byte miss ratio 0.5748
result/tencentBlock.ns4523.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    97587, 20710760 req, miss ratio 0.1761, byte miss ratio 0.1761
result/tencentBlock.ns4523.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   195175, 20710760 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns4523.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   390350, 20710760 req, miss ratio 0.0679, byte miss ratio 0.0679
result/tencentBlock.ns4523.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   780700, 20710760 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size      975, 20710760 req, miss ratio 0.6895, byte miss ratio 0.6895
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size     2927, 20710760 req, miss ratio 0.5671, byte miss ratio 0.5671
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size     9758, 20710760 req, miss ratio 0.4501, byte miss ratio 0.4501
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size    29276, 20710760 req, miss ratio 0.3395, byte miss ratio 0.3395
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size    97587, 20710760 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size   195175, 20710760 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size   390350, 20710760 req, miss ratio 0.0868, byte miss ratio 0.0868
result/tencentBlock.ns4523.oracleGeneral.bin                             FIFO cache size   780700, 20710760 req, miss ratio 0.0543, byte miss ratio 0.0543
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size      975, 20710760 req, miss ratio 0.6552, byte miss ratio 0.6552
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size     2927, 20710760 req, miss ratio 0.5262, byte miss ratio 0.5262
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size     9758, 20710760 req, miss ratio 0.4183, byte miss ratio 0.4183
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size    29276, 20710760 req, miss ratio 0.3058, byte miss ratio 0.3058
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size    97587, 20710760 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size   195175, 20710760 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size   390350, 20710760 req, miss ratio 0.0691, byte miss ratio 0.0691
result/tencentBlock.ns4523.oracleGeneral.bin                              LRU cache size   780700, 20710760 req, miss ratio 0.0479, byte miss ratio 0.0479
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      975, 20710760 req, miss ratio 0.5796, byte miss ratio 0.5796
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     2927, 20710760 req, miss ratio 0.4860, byte miss ratio 0.4860
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     9758, 20710760 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    29276, 20710760 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    97587, 20710760 req, miss ratio 0.1773, byte miss ratio 0.1773
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   195175, 20710760 req, miss ratio 0.1157, byte miss ratio 0.1157
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   390350, 20710760 req, miss ratio 0.0682, byte miss ratio 0.0682
result/tencentBlock.ns4523.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   780700, 20710760 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      975, 20710760 req, miss ratio 0.5813, byte miss ratio 0.5813
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     2927, 20710760 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     9758, 20710760 req, miss ratio 0.3929, byte miss ratio 0.3929
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    29276, 20710760 req, miss ratio 0.2805, byte miss ratio 0.2805
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    97587, 20710760 req, miss ratio 0.1749, byte miss ratio 0.1749
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   195175, 20710760 req, miss ratio 0.1144, byte miss ratio 0.1144
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   390350, 20710760 req, miss ratio 0.0681, byte miss ratio 0.0681
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   780700, 20710760 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      975, 20710760 req, miss ratio 0.5984, byte miss ratio 0.5984
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     2927, 20710760 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     9758, 20710760 req, miss ratio 0.3802, byte miss ratio 0.3802
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    29276, 20710760 req, miss ratio 0.2817, byte miss ratio 0.2817
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    97587, 20710760 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   195175, 20710760 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   390350, 20710760 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns4523.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   780700, 20710760 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      975, 20710760 req, miss ratio 0.5813, byte miss ratio 0.5813
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     2927, 20710760 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     9758, 20710760 req, miss ratio 0.3929, byte miss ratio 0.3929
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    29276, 20710760 req, miss ratio 0.2805, byte miss ratio 0.2805
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    97587, 20710760 req, miss ratio 0.1749, byte miss ratio 0.1749
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   195175, 20710760 req, miss ratio 0.1144, byte miss ratio 0.1144
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   390350, 20710760 req, miss ratio 0.0681, byte miss ratio 0.0681
result/tencentBlock.ns4523.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   780700, 20710760 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      975, 20710760 req, miss ratio 0.8202, byte miss ratio 0.8202
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     2927, 20710760 req, miss ratio 0.7116, byte miss ratio 0.7116
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     9758, 20710760 req, miss ratio 0.6182, byte miss ratio 0.6182
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    29276, 20710760 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    97587, 20710760 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   195175, 20710760 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   390350, 20710760 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   780700, 20710760 req, miss ratio 0.0480, byte miss ratio 0.0480
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      975, 20710760 req, miss ratio 0.5748, byte miss ratio 0.5748
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     2927, 20710760 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     9758, 20710760 req, miss ratio 0.3832, byte miss ratio 0.3832
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    29276, 20710760 req, miss ratio 0.2826, byte miss ratio 0.2826
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    97587, 20710760 req, miss ratio 0.1815, byte miss ratio 0.1815
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   195175, 20710760 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   390350, 20710760 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns4523.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   780700, 20710760 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size      975, 20710760 req, miss ratio 0.9217, byte miss ratio 0.9217
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size     4879, 20710760 req, miss ratio 0.8428, byte miss ratio 0.8428
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size     9758, 20710760 req, miss ratio 0.7787, byte miss ratio 0.7787
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size    19517, 20710760 req, miss ratio 0.7310, byte miss ratio 0.7310
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size    48793, 20710760 req, miss ratio 0.6315, byte miss ratio 0.6315
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size    97587, 20710760 req, miss ratio 0.5355, byte miss ratio 0.5355
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size   195175, 20710760 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size   390350, 20710760 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      975, 20710760 req, miss ratio 0.8202, byte miss ratio 0.8202
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     4879, 20710760 req, miss ratio 0.6756, byte miss ratio 0.6756
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     9758, 20710760 req, miss ratio 0.6182, byte miss ratio 0.6182
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    19517, 20710760 req, miss ratio 0.5549, byte miss ratio 0.5549
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    48793, 20710760 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    97587, 20710760 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   195175, 20710760 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns4523.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   390350, 20710760 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      975, 20710760 req, miss ratio 0.6372, byte miss ratio 0.6372
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     4879, 20710760 req, miss ratio 0.4922, byte miss ratio 0.4922
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     9758, 20710760 req, miss ratio 0.4327, byte miss ratio 0.4327
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    19517, 20710760 req, miss ratio 0.3637, byte miss ratio 0.3637
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    48793, 20710760 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    97587, 20710760 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   195175, 20710760 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   390350, 20710760 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size      975, 20710760 req, miss ratio 0.5727, byte miss ratio 0.5727
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     4879, 20710760 req, miss ratio 0.4468, byte miss ratio 0.4468
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     9758, 20710760 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    19517, 20710760 req, miss ratio 0.3239, byte miss ratio 0.3239
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    48793, 20710760 req, miss ratio 0.2410, byte miss ratio 0.2410
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    97587, 20710760 req, miss ratio 0.1773, byte miss ratio 0.1773
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size   195175, 20710760 req, miss ratio 0.1171, byte miss ratio 0.1171
result/tencentBlock.ns4523.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size   390350, 20710760 req, miss ratio 0.0665, byte miss ratio 0.0665
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      975, 20710760 req, miss ratio 0.6372, byte miss ratio 0.6372
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     4879, 20710760 req, miss ratio 0.4922, byte miss ratio 0.4922
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     9758, 20710760 req, miss ratio 0.4327, byte miss ratio 0.4327
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    19517, 20710760 req, miss ratio 0.3637, byte miss ratio 0.3637
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    48793, 20710760 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    97587, 20710760 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   195175, 20710760 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns4523.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   390350, 20710760 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size      975, 20710760 req, miss ratio 0.9217, byte miss ratio 0.9217
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size     4879, 20710760 req, miss ratio 0.8428, byte miss ratio 0.8428
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size     9758, 20710760 req, miss ratio 0.7787, byte miss ratio 0.7787
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size    19517, 20710760 req, miss ratio 0.7310, byte miss ratio 0.7310
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size    48793, 20710760 req, miss ratio 0.6315, byte miss ratio 0.6315
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size    97587, 20710760 req, miss ratio 0.5355, byte miss ratio 0.5355
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size   195175, 20710760 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns4523.oracleGeneral.bin                              LFU cache size   390350, 20710760 req, miss ratio 0.1490, byte miss ratio 0.1490
