result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      141, 1556390 req, miss ratio 0.5105, byte miss ratio 0.5105
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      423, 1556390 req, miss ratio 0.4624, byte miss ratio 0.4624
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1412, 1556390 req, miss ratio 0.3979, byte miss ratio 0.3979
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     4236, 1556390 req, miss ratio 0.3939, byte miss ratio 0.3939
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    14120, 1556390 req, miss ratio 0.3604, byte miss ratio 0.3604
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    28241, 1556390 req, miss ratio 0.3185, byte miss ratio 0.3185
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    56483, 1556390 req, miss ratio 0.2548, byte miss ratio 0.2548
result/tencentBlock.ns4496.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   112967, 1556390 req, miss ratio 0.1101, byte miss ratio 0.1101
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      141, 1556390 req, miss ratio 0.5020, byte miss ratio 0.5020
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      423, 1556390 req, miss ratio 0.4638, byte miss ratio 0.4638
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1412, 1556390 req, miss ratio 0.3966, byte miss ratio 0.3966
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     4236, 1556390 req, miss ratio 0.3933, byte miss ratio 0.3933
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    14120, 1556390 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    28241, 1556390 req, miss ratio 0.3125, byte miss ratio 0.3125
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    56483, 1556390 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns4496.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   112967, 1556390 req, miss ratio 0.1101, byte miss ratio 0.1101
result/tencentBlock.ns4496.oracleGeneral.bin                             FIFO cache size      141, 1556390 req, miss ratio 0.6147, byte miss ratio 0.6147
result/tencentBlock.ns4496.oracleGeneral.bin                             FIFO cache size      423, 1556390 req, miss ratio 0.5297, byte miss ratio 0.5297
