result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      140, 9674131 req, miss ratio 0.8234, byte miss ratio 0.8234
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      422, 9674131 req, miss ratio 0.7833, byte miss ratio 0.7833
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1408, 9674131 req, miss ratio 0.7668, byte miss ratio 0.7668
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     4225, 9674131 req, miss ratio 0.6915, byte miss ratio 0.6915
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    14084, 9674131 req, miss ratio 0.5759, byte miss ratio 0.5759
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    28168, 9674131 req, miss ratio 0.2250, byte miss ratio 0.2250
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    56337, 9674131 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns4467.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   112674, 9674131 req, miss ratio 0.0150, byte miss ratio 0.0150
result/tencentBlock.ns4467.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      140, 9674131 req, miss ratio 0.8189, byte miss ratio 0.8189
result/tencentBlock.ns4467.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      422, 9674131 req, miss ratio 0.7829, byte miss ratio 0.7829
result/tencentBlock.ns4467.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1408, 9674131 req, miss ratio 0.7640, byte miss ratio 0.7640
result/tencentBlock.ns4467.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     4225, 9674131 req, miss ratio 0.6648, byte miss ratio 0.6648
