result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      284, 1797153 req, miss ratio 0.4501, byte miss ratio 0.4501
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      852, 1797153 req, miss ratio 0.4216, byte miss ratio 0.4216
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     2841, 1797153 req, miss ratio 0.3973, byte miss ratio 0.3973
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     8525, 1797153 req, miss ratio 0.3507, byte miss ratio 0.3507
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    28418, 1797153 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    56837, 1797153 req, miss ratio 0.2170, byte miss ratio 0.2170
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   113674, 1797153 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns2473.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   227348, 1797153 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      284, 1797153 req, miss ratio 0.4450, byte miss ratio 0.4450
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      852, 1797153 req, miss ratio 0.4211, byte miss ratio 0.4211
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     2841, 1797153 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     8525, 1797153 req, miss ratio 0.3664, byte miss ratio 0.3664
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    28418, 1797153 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    56837, 1797153 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   113674, 1797153 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns2473.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   227348, 1797153 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size      284, 1797153 req, miss ratio 0.5131, byte miss ratio 0.5131
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size      852, 1797153 req, miss ratio 0.4390, byte miss ratio 0.4390
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size     2841, 1797153 req, miss ratio 0.4115, byte miss ratio 0.4115
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size     8525, 1797153 req, miss ratio 0.3601, byte miss ratio 0.3601
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size    28418, 1797153 req, miss ratio 0.2557, byte miss ratio 0.2557
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size    56837, 1797153 req, miss ratio 0.2165, byte miss ratio 0.2165
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size   113674, 1797153 req, miss ratio 0.1862, byte miss ratio 0.1862
result/tencentBlock.ns2473.oracleGeneral.bin                             FIFO cache size   227348, 1797153 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size      284, 1797153 req, miss ratio 0.4376, byte miss ratio 0.4376
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size      852, 1797153 req, miss ratio 0.4118, byte miss ratio 0.4118
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size     2841, 1797153 req, miss ratio 0.4022, byte miss ratio 0.4022
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size     8525, 1797153 req, miss ratio 0.3438, byte miss ratio 0.3438
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size    28418, 1797153 req, miss ratio 0.2571, byte miss ratio 0.2571
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size    56837, 1797153 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size   113674, 1797153 req, miss ratio 0.1634, byte miss ratio 0.1634
result/tencentBlock.ns2473.oracleGeneral.bin                              LRU cache size   227348, 1797153 req, miss ratio 0.1582, byte miss ratio 0.1582
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      284, 1797153 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      852, 1797153 req, miss ratio 0.4073, byte miss ratio 0.4073
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     2841, 1797153 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     8525, 1797153 req, miss ratio 0.3503, byte miss ratio 0.3503
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    28418, 1797153 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    56837, 1797153 req, miss ratio 0.2094, byte miss ratio 0.2094
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   113674, 1797153 req, miss ratio 0.1668, byte miss ratio 0.1668
result/tencentBlock.ns2473.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   227348, 1797153 req, miss ratio 0.1582, byte miss ratio 0.1582
