result/tencentBlock.ns2499.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      128, 1020735 req, miss ratio 0.6019, byte miss ratio 0.6019
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      384, 1020735 req, miss ratio 0.5813, byte miss ratio 0.5813
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     1281, 1020735 req, miss ratio 0.5742, byte miss ratio 0.5742
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     3843, 1020735 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    12812, 1020735 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    25625, 1020735 req, miss ratio 0.5169, byte miss ratio 0.5169
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    51250, 1020735 req, miss ratio 0.4138, byte miss ratio 0.4138
result/tencentBlock.ns2499.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   102501, 1020735 req, miss ratio 0.1685, byte miss ratio 0.1685
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      128, 1020735 req, miss ratio 0.5987, byte miss ratio 0.5987
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      384, 1020735 req, miss ratio 0.5789, byte miss ratio 0.5789
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     1281, 1020735 req, miss ratio 0.5729, byte miss ratio 0.5729
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     3843, 1020735 req, miss ratio 0.5705, byte miss ratio 0.5705
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    12812, 1020735 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    25625, 1020735 req, miss ratio 0.4875, byte miss ratio 0.4875
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    51250, 1020735 req, miss ratio 0.4138, byte miss ratio 0.4138
result/tencentBlock.ns2499.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   102501, 1020735 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      128, 1020735 req, miss ratio 0.7570, byte miss ratio 0.7570
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      384, 1020735 req, miss ratio 0.7273, byte miss ratio 0.7273
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1281, 1020735 req, miss ratio 0.6895, byte miss ratio 0.6895
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     3843, 1020735 req, miss ratio 0.6726, byte miss ratio 0.6726
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    12812, 1020735 req, miss ratio 0.6360, byte miss ratio 0.6360
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    25625, 1020735 req, miss ratio 0.5743, byte miss ratio 0.5743
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    51250, 1020735 req, miss ratio 0.4727, byte miss ratio 0.4727
result/tencentBlock.ns2499.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   102501, 1020735 req, miss ratio 0.1773, byte miss ratio 0.1773
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      128, 1020735 req, miss ratio 0.6019, byte miss ratio 0.6019
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      384, 1020735 req, miss ratio 0.5801, byte miss ratio 0.5801
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     1281, 1020735 req, miss ratio 0.5730, byte miss ratio 0.5730
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     3843, 1020735 req, miss ratio 0.5706, byte miss ratio 0.5706
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    12812, 1020735 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    25625, 1020735 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    51250, 1020735 req, miss ratio 0.4044, byte miss ratio 0.4044
result/tencentBlock.ns2499.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   102501, 1020735 req, miss ratio 0.2562, byte miss ratio 0.2562
