result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      574, 5088762 req, miss ratio 0.5666, byte miss ratio 0.5666
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1722, 5088762 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     5740, 5088762 req, miss ratio 0.3827, byte miss ratio 0.3827
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    17220, 5088762 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    57402, 5088762 req, miss ratio 0.2674, byte miss ratio 0.2674
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   114804, 5088762 req, miss ratio 0.2082, byte miss ratio 0.2082
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   229608, 5088762 req, miss ratio 0.1306, byte miss ratio 0.1306
result/tencentBlock.ns3317.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   459217, 5088762 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      574, 5088762 req, miss ratio 0.5565, byte miss ratio 0.5565
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1722, 5088762 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     5740, 5088762 req, miss ratio 0.3822, byte miss ratio 0.3822
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    17220, 5088762 req, miss ratio 0.3249, byte miss ratio 0.3249
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    57402, 5088762 req, miss ratio 0.2668, byte miss ratio 0.2668
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   114804, 5088762 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   229608, 5088762 req, miss ratio 0.1302, byte miss ratio 0.1302
result/tencentBlock.ns3317.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   459217, 5088762 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns3317.oracleGeneral.bin                             FIFO cache size      574, 5088762 req, miss ratio 0.6353, byte miss ratio 0.6353
result/tencentBlock.ns3317.oracleGeneral.bin                             FIFO cache size     1722, 5088762 req, miss ratio 0.5227, byte miss ratio 0.5227
result/tencentBlock.ns3317.oracleGeneral.bin                             FIFO cache size     5740, 5088762 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns3317.oracleGeneral.bin                             FIFO cache size    17220, 5088762 req, miss ratio 0.3571, byte miss ratio 0.3571
result/tencentBlock.ns3317.oracleGeneral.bin                             FIFO cache size    57402, 5088762 req, miss ratio 0.2823, byte miss ratio 0.2823
result/tencentBlock.ns3317.oracleGeneral.bin                             FIFO cache size   114804, 5088762 req, miss ratio 0.2164, byte miss ratio 0.2164
