result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      517, 4509764 req, miss ratio 0.5200, byte miss ratio 0.5200
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1551, 4509764 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     5172, 4509764 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    15518, 4509764 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    51729, 4509764 req, miss ratio 0.2236, byte miss ratio 0.2236
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   103458, 4509764 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   206917, 4509764 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns4597.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   413835, 4509764 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      517, 4509764 req, miss ratio 0.5098, byte miss ratio 0.5098
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1551, 4509764 req, miss ratio 0.3228, byte miss ratio 0.3228
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     5172, 4509764 req, miss ratio 0.3015, byte miss ratio 0.3015
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    15518, 4509764 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    51729, 4509764 req, miss ratio 0.2186, byte miss ratio 0.2186
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   103458, 4509764 req, miss ratio 0.1646, byte miss ratio 0.1646
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   206917, 4509764 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns4597.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   413835, 4509764 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size      517, 4509764 req, miss ratio 0.5897, byte miss ratio 0.5897
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size     1551, 4509764 req, miss ratio 0.4546, byte miss ratio 0.4546
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size     5172, 4509764 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size    15518, 4509764 req, miss ratio 0.2942, byte miss ratio 0.2942
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size    51729, 4509764 req, miss ratio 0.2255, byte miss ratio 0.2255
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size   103458, 4509764 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size   206917, 4509764 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns4597.oracleGeneral.bin                             FIFO cache size   413835, 4509764 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns4597.oracleGeneral.bin                              LRU cache size      517, 4509764 req, miss ratio 0.5213, byte miss ratio 0.5213
result/tencentBlock.ns4597.oracleGeneral.bin                              LRU cache size     1551, 4509764 req, miss ratio 0.4124, byte miss ratio 0.4124
result/tencentBlock.ns4597.oracleGeneral.bin                              LRU cache size     5172, 4509764 req, miss ratio 0.3071, byte miss ratio 0.3071
result/tencentBlock.ns4597.oracleGeneral.bin                              LRU cache size    15518, 4509764 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4597.oracleGeneral.bin                              LRU cache size    51729, 4509764 req, miss ratio 0.2109, byte miss ratio 0.2109
