result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      193, 1557359 req, miss ratio 0.5892, byte miss ratio 0.5892
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      579, 1557359 req, miss ratio 0.5028, byte miss ratio 0.5028
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1932, 1557359 req, miss ratio 0.3533, byte miss ratio 0.3533
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     5796, 1557359 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    19320, 1557359 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    38640, 1557359 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    77280, 1557359 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns3185.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   154560, 1557359 req, miss ratio 0.1396, byte miss ratio 0.1396
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      193, 1557359 req, miss ratio 0.5886, byte miss ratio 0.5886
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      579, 1557359 req, miss ratio 0.4977, byte miss ratio 0.4977
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1932, 1557359 req, miss ratio 0.3526, byte miss ratio 0.3526
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     5796, 1557359 req, miss ratio 0.3360, byte miss ratio 0.3360
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    19320, 1557359 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    38640, 1557359 req, miss ratio 0.2455, byte miss ratio 0.2455
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    77280, 1557359 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns3185.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   154560, 1557359 req, miss ratio 0.1396, byte miss ratio 0.1396
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size      193, 1557359 req, miss ratio 0.7246, byte miss ratio 0.7246
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size      579, 1557359 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size     1932, 1557359 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size     5796, 1557359 req, miss ratio 0.3740, byte miss ratio 0.3740
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size    19320, 1557359 req, miss ratio 0.3021, byte miss ratio 0.3021
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size    38640, 1557359 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size    77280, 1557359 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns3185.oracleGeneral.bin                             FIFO cache size   154560, 1557359 req, miss ratio 0.1461, byte miss ratio 0.1461
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size      193, 1557359 req, miss ratio 0.6449, byte miss ratio 0.6449
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size      579, 1557359 req, miss ratio 0.5206, byte miss ratio 0.5206
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size     1932, 1557359 req, miss ratio 0.4088, byte miss ratio 0.4088
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size     5796, 1557359 req, miss ratio 0.3424, byte miss ratio 0.3424
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size    19320, 1557359 req, miss ratio 0.2897, byte miss ratio 0.2897
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size    38640, 1557359 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size    77280, 1557359 req, miss ratio 0.1814, byte miss ratio 0.1814
result/tencentBlock.ns3185.oracleGeneral.bin                              LRU cache size   154560, 1557359 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      193, 1557359 req, miss ratio 0.5869, byte miss ratio 0.5869
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      579, 1557359 req, miss ratio 0.5024, byte miss ratio 0.5024
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     1932, 1557359 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     5796, 1557359 req, miss ratio 0.3349, byte miss ratio 0.3349
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    19320, 1557359 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    38640, 1557359 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    77280, 1557359 req, miss ratio 0.1919, byte miss ratio 0.1919
result/tencentBlock.ns3185.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   154560, 1557359 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns3185.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      193, 1557359 req, miss ratio 0.5823, byte miss ratio 0.5823
result/tencentBlock.ns3185.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      579, 1557359 req, miss ratio 0.5042, byte miss ratio 0.5042
result/tencentBlock.ns3185.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     1932, 1557359 req, miss ratio 0.3523, byte miss ratio 0.3523
result/tencentBlock.ns3185.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     5796, 1557359 req, miss ratio 0.3351, byte miss ratio 0.3351
