result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      242, 1713447 req, miss ratio 0.5339, byte miss ratio 0.5339
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      728, 1713447 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     2427, 1713447 req, miss ratio 0.4536, byte miss ratio 0.4536
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     7282, 1713447 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    24275, 1713447 req, miss ratio 0.3806, byte miss ratio 0.3806
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    48550, 1713447 req, miss ratio 0.3330, byte miss ratio 0.3330
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    97101, 1713447 req, miss ratio 0.2101, byte miss ratio 0.2101
result/tencentBlock.ns2511.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   194203, 1713447 req, miss ratio 0.1429, byte miss ratio 0.1429
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      242, 1713447 req, miss ratio 0.5334, byte miss ratio 0.5334
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      728, 1713447 req, miss ratio 0.4781, byte miss ratio 0.4781
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     2427, 1713447 req, miss ratio 0.4532, byte miss ratio 0.4532
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     7282, 1713447 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    24275, 1713447 req, miss ratio 0.3748, byte miss ratio 0.3748
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    48550, 1713447 req, miss ratio 0.3222, byte miss ratio 0.3222
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    97101, 1713447 req, miss ratio 0.2096, byte miss ratio 0.2096
result/tencentBlock.ns2511.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   194203, 1713447 req, miss ratio 0.1429, byte miss ratio 0.1429
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size      242, 1713447 req, miss ratio 0.6020, byte miss ratio 0.6020
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size      728, 1713447 req, miss ratio 0.5412, byte miss ratio 0.5412
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size     2427, 1713447 req, miss ratio 0.4856, byte miss ratio 0.4856
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size     7282, 1713447 req, miss ratio 0.4611, byte miss ratio 0.4611
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size    24275, 1713447 req, miss ratio 0.4101, byte miss ratio 0.4101
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size    48550, 1713447 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size    97101, 1713447 req, miss ratio 0.2269, byte miss ratio 0.2269
result/tencentBlock.ns2511.oracleGeneral.bin                             FIFO cache size   194203, 1713447 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns2511.oracleGeneral.bin                              LRU cache size      242, 1713447 req, miss ratio 0.5426, byte miss ratio 0.5426
result/tencentBlock.ns2511.oracleGeneral.bin                              LRU cache size      728, 1713447 req, miss ratio 0.5169, byte miss ratio 0.5169
result/tencentBlock.ns2511.oracleGeneral.bin                              LRU cache size     2427, 1713447 req, miss ratio 0.4586, byte miss ratio 0.4586
