result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      571, 1132172 req, miss ratio 0.8257, byte miss ratio 0.8257
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1714, 1132172 req, miss ratio 0.8039, byte miss ratio 0.8039
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     5716, 1132172 req, miss ratio 0.7755, byte miss ratio 0.7755
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    17149, 1132172 req, miss ratio 0.7266, byte miss ratio 0.7266
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    57165, 1132172 req, miss ratio 0.6379, byte miss ratio 0.6379
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   114331, 1132172 req, miss ratio 0.6089, byte miss ratio 0.6089
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   228662, 1132172 req, miss ratio 0.5695, byte miss ratio 0.5695
result/tencentBlock.ns4462.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   457324, 1132172 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      571, 1132172 req, miss ratio 0.8234, byte miss ratio 0.8234
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1714, 1132172 req, miss ratio 0.8021, byte miss ratio 0.8021
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     5716, 1132172 req, miss ratio 0.7754, byte miss ratio 0.7754
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    17149, 1132172 req, miss ratio 0.7265, byte miss ratio 0.7265
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    57165, 1132172 req, miss ratio 0.6379, byte miss ratio 0.6379
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   114331, 1132172 req, miss ratio 0.6089, byte miss ratio 0.6089
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   228662, 1132172 req, miss ratio 0.5695, byte miss ratio 0.5695
result/tencentBlock.ns4462.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   457324, 1132172 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns4462.oracleGeneral.bin                             FIFO cache size      571, 1132172 req, miss ratio 0.8600, byte miss ratio 0.8600
