result/tencentBlock.ns2482.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      969, 4976569 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns2482.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   193805, 4976569 req, miss ratio 0.2152, byte miss ratio 0.2152
result/tencentBlock.ns2482.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   387611, 4976569 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns2482.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   775223, 4976569 req, miss ratio 0.1963, byte miss ratio 0.1963
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      969, 4976569 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     2907, 4976569 req, miss ratio 0.3557, byte miss ratio 0.3557
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     9690, 4976569 req, miss ratio 0.3185, byte miss ratio 0.3185
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    29070, 4976569 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    96902, 4976569 req, miss ratio 0.2330, byte miss ratio 0.2330
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   193805, 4976569 req, miss ratio 0.2156, byte miss ratio 0.2156
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   387611, 4976569 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   775223, 4976569 req, miss ratio 0.1963, byte miss ratio 0.1963
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      969, 4976569 req, miss ratio 0.4748, byte miss ratio 0.4748
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     2907, 4976569 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     9690, 4976569 req, miss ratio 0.3418, byte miss ratio 0.3418
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    29070, 4976569 req, miss ratio 0.2948, byte miss ratio 0.2948
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    96902, 4976569 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   193805, 4976569 req, miss ratio 0.2206, byte miss ratio 0.2206
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   387611, 4976569 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns2482.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   775223, 4976569 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      969, 4976569 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     2907, 4976569 req, miss ratio 0.3557, byte miss ratio 0.3557
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     9690, 4976569 req, miss ratio 0.3185, byte miss ratio 0.3185
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    29070, 4976569 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    96902, 4976569 req, miss ratio 0.2333, byte miss ratio 0.2333
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   193805, 4976569 req, miss ratio 0.2157, byte miss ratio 0.2157
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   387611, 4976569 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns2482.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   775223, 4976569 req, miss ratio 0.1963, byte miss ratio 0.1963
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      969, 4976569 req, miss ratio 0.8037, byte miss ratio 0.8037
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     2907, 4976569 req, miss ratio 0.6746, byte miss ratio 0.6746
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     9690, 4976569 req, miss ratio 0.6196, byte miss ratio 0.6196
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    29070, 4976569 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    96902, 4976569 req, miss ratio 0.4240, byte miss ratio 0.4240
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   193805, 4976569 req, miss ratio 0.3110, byte miss ratio 0.3110
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   387611, 4976569 req, miss ratio 0.2077, byte miss ratio 0.2077
result/tencentBlock.ns2482.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   775223, 4976569 req, miss ratio 0.1963, byte miss ratio 0.1963
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      969, 4976569 req, miss ratio 0.4632, byte miss ratio 0.4632
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     2907, 4976569 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     9690, 4976569 req, miss ratio 0.3243, byte miss ratio 0.3243
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    29070, 4976569 req, miss ratio 0.2940, byte miss ratio 0.2940
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    96902, 4976569 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   193805, 4976569 req, miss ratio 0.2387, byte miss ratio 0.2387
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   387611, 4976569 req, miss ratio 0.2283, byte miss ratio 0.2283
result/tencentBlock.ns2482.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   775223, 4976569 req, miss ratio 0.2161, byte miss ratio 0.2161
