result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      408, 3681794 req, miss ratio 0.5261, byte miss ratio 0.5261
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1225, 3681794 req, miss ratio 0.3738, byte miss ratio 0.3738
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     4084, 3681794 req, miss ratio 0.3188, byte miss ratio 0.3188
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    12253, 3681794 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    40846, 3681794 req, miss ratio 0.2534, byte miss ratio 0.2534
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    81692, 3681794 req, miss ratio 0.2022, byte miss ratio 0.2022
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   163384, 3681794 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns4609.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   326769, 3681794 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      408, 3681794 req, miss ratio 0.5204, byte miss ratio 0.5204
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1225, 3681794 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     4084, 3681794 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    12253, 3681794 req, miss ratio 0.3031, byte miss ratio 0.3031
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    40846, 3681794 req, miss ratio 0.2506, byte miss ratio 0.2506
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    81692, 3681794 req, miss ratio 0.1969, byte miss ratio 0.1969
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   163384, 3681794 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns4609.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   326769, 3681794 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size      408, 3681794 req, miss ratio 0.6113, byte miss ratio 0.6113
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size     1225, 3681794 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size     4084, 3681794 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size    12253, 3681794 req, miss ratio 0.3250, byte miss ratio 0.3250
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size    40846, 3681794 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size    81692, 3681794 req, miss ratio 0.2044, byte miss ratio 0.2044
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size   163384, 3681794 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns4609.oracleGeneral.bin                             FIFO cache size   326769, 3681794 req, miss ratio 0.1223, byte miss ratio 0.1223
result/tencentBlock.ns4609.oracleGeneral.bin                              LRU cache size      408, 3681794 req, miss ratio 0.5319, byte miss ratio 0.5319
result/tencentBlock.ns4609.oracleGeneral.bin                              LRU cache size     1225, 3681794 req, miss ratio 0.4392, byte miss ratio 0.4392
result/tencentBlock.ns4609.oracleGeneral.bin                              LRU cache size     4084, 3681794 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns4609.oracleGeneral.bin                              LRU cache size    12253, 3681794 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns4609.oracleGeneral.bin                              LRU cache size    40846, 3681794 req, miss ratio 0.2495, byte miss ratio 0.2495
result/tencentBlock.ns4609.oracleGeneral.bin                              LRU cache size    81692, 3681794 req, miss ratio 0.1975, byte miss ratio 0.1975
