result/tencentBlock.ns1811.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      252, 4732216 req, miss ratio 0.3978, byte miss ratio 0.3978
result/tencentBlock.ns1811.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   101106, 4732216 req, miss ratio 0.0882, byte miss ratio 0.0882
result/tencentBlock.ns1811.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   202212, 4732216 req, miss ratio 0.0540, byte miss ratio 0.0540
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      252, 4732216 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      758, 4732216 req, miss ratio 0.4729, byte miss ratio 0.4729
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     2527, 4732216 req, miss ratio 0.3567, byte miss ratio 0.3567
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     7582, 4732216 req, miss ratio 0.2720, byte miss ratio 0.2720
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    25276, 4732216 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    50553, 4732216 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   101106, 4732216 req, miss ratio 0.0898, byte miss ratio 0.0898
result/tencentBlock.ns1811.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   202212, 4732216 req, miss ratio 0.0540, byte miss ratio 0.0540
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      252, 4732216 req, miss ratio 0.3979, byte miss ratio 0.3979
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      758, 4732216 req, miss ratio 0.3416, byte miss ratio 0.3416
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     2527, 4732216 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     7582, 4732216 req, miss ratio 0.2245, byte miss ratio 0.2245
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    25276, 4732216 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    50553, 4732216 req, miss ratio 0.1589, byte miss ratio 0.1589
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   101106, 4732216 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns1811.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   202212, 4732216 req, miss ratio 0.0906, byte miss ratio 0.0906
