result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      221, 7550513 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      665, 7550513 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     2219, 7550513 req, miss ratio 0.0857, byte miss ratio 0.0857
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     6659, 7550513 req, miss ratio 0.0726, byte miss ratio 0.0726
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    22196, 7550513 req, miss ratio 0.0581, byte miss ratio 0.0581
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    44393, 7550513 req, miss ratio 0.0443, byte miss ratio 0.0443
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    88787, 7550513 req, miss ratio 0.0334, byte miss ratio 0.0334
result/tencentBlock.ns4566.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   177575, 7550513 req, miss ratio 0.0297, byte miss ratio 0.0297
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      221, 7550513 req, miss ratio 0.5279, byte miss ratio 0.5279
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      665, 7550513 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     2219, 7550513 req, miss ratio 0.0847, byte miss ratio 0.0847
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     6659, 7550513 req, miss ratio 0.0729, byte miss ratio 0.0729
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    22196, 7550513 req, miss ratio 0.0586, byte miss ratio 0.0586
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    44393, 7550513 req, miss ratio 0.0442, byte miss ratio 0.0442
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    88787, 7550513 req, miss ratio 0.0334, byte miss ratio 0.0334
result/tencentBlock.ns4566.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   177575, 7550513 req, miss ratio 0.0297, byte miss ratio 0.0297
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size      221, 7550513 req, miss ratio 0.7095, byte miss ratio 0.7095
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size      665, 7550513 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size     2219, 7550513 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size     6659, 7550513 req, miss ratio 0.0911, byte miss ratio 0.0911
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size    22196, 7550513 req, miss ratio 0.0645, byte miss ratio 0.0645
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size    44393, 7550513 req, miss ratio 0.0486, byte miss ratio 0.0486
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size    88787, 7550513 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns4566.oracleGeneral.bin                             FIFO cache size   177575, 7550513 req, miss ratio 0.0318, byte miss ratio 0.0318
result/tencentBlock.ns4566.oracleGeneral.bin                              LRU cache size      221, 7550513 req, miss ratio 0.6753, byte miss ratio 0.6753
result/tencentBlock.ns4566.oracleGeneral.bin                              LRU cache size      665, 7550513 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns4566.oracleGeneral.bin                              LRU cache size     2219, 7550513 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns4566.oracleGeneral.bin                              LRU cache size     6659, 7550513 req, miss ratio 0.0810, byte miss ratio 0.0810
result/tencentBlock.ns4566.oracleGeneral.bin                              LRU cache size    22196, 7550513 req, miss ratio 0.0589, byte miss ratio 0.0589
