result/tencentBlock.ns4751.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      164, 3469454 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns4751.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    65858, 3469454 req, miss ratio 0.0610, byte miss ratio 0.0610
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      164, 3469454 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      823, 3469454 req, miss ratio 0.3879, byte miss ratio 0.3879
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     1646, 3469454 req, miss ratio 0.3638, byte miss ratio 0.3638
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     3292, 3469454 req, miss ratio 0.3363, byte miss ratio 0.3363
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     8232, 3469454 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    16464, 3469454 req, miss ratio 0.1931, byte miss ratio 0.1931
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    32929, 3469454 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns4751.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    65858, 3469454 req, miss ratio 0.0725, byte miss ratio 0.0725
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size      164, 3469454 req, miss ratio 0.6879, byte miss ratio 0.6879
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size      823, 3469454 req, miss ratio 0.6307, byte miss ratio 0.6307
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size     1646, 3469454 req, miss ratio 0.5885, byte miss ratio 0.5885
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size     3292, 3469454 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size     8232, 3469454 req, miss ratio 0.4502, byte miss ratio 0.4502
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size    16464, 3469454 req, miss ratio 0.3359, byte miss ratio 0.3359
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size    32929, 3469454 req, miss ratio 0.1392, byte miss ratio 0.1392
result/tencentBlock.ns4751.oracleGeneral.bin                              LFU cache size    65858, 3469454 req, miss ratio 0.0767, byte miss ratio 0.0767
